distinct words: 42350
distint POS tags: 9
total words: 372211
words count 1: 18989


frequency:
determiners: 4513
nouns: 191731
adjectives: 49367
verbs: 86786
prepositions: 4325
conjunctions: 2255
adverbs: 22256
others: 9250
pronouns: 1728


POS Tags:
adjectives
nouns
pronouns
determiners
verbs
conjunctions
adverbs
others
prepositions
Word: the, PoS: determiners, Count: 1
Word: achieve, PoS: verbs, Count: 29
Word: greater, PoS: adjectives, Count: 150
Word: efficiency, PoS: nouns, Count: 38
Word: reduce, PoS: verbs, Count: 40
Word: cost, PoS: nouns, Count: 94
Word: administration, PoS: nouns, Count: 129
Word: department, PoS: nouns, Count: 166
Word: is, PoS: verbs, Count: 1
Word: lacking, PoS: verbs, Count: 20
Word: experienced, PoS: verbs, Count: 35
Word: clerical, PoS: adjectives, Count: 8
Word: personnel, PoS: nouns, Count: 58
Word: as, PoS: conjunctions, Count: 1
Word: result, PoS: nouns, Count: 132
Word: policies, PoS: nouns, Count: 51
Word: urged, PoS: verbs, Count: 30
Word: take, PoS: verbs, Count: 416
Word: steps, PoS: nouns, Count: 92
Word: remedy, PoS: verbs, Count: 3
Word: problem, PoS: nouns, Count: 228
Word: implementation, PoS: nouns, Count: 8
Word: automobile, PoS: nouns, Count: 34
Word: title, PoS: nouns, Count: 59
Word: law, PoS: nouns, Count: 176
Word: also, PoS: adverbs, Count: 760
Word: outgoing, PoS: adjectives, Count: 7
Word: next, PoS: determiners, Count: 219
Word: legislature, PoS: nouns, Count: 37
Word: provide, PoS: verbs, Count: 152
Word: enabling, PoS: verbs, Count: 13
Word: funds, PoS: nouns, Count: 62
Word: re-set, PoS: verbs, Count: 1
Word: effective, PoS: adjectives, Count: 96
Word: date, PoS: nouns, Count: 59
Word: so, PoS: conjunctions, Count: 1
Word: orderly, PoS: adjectives, Count: 16
Word: may, PoS: verbs, Count: 880
Word: effected, PoS: verbs, Count: 11
Word: swipe, PoS: nouns, Count: 2
Word: at, PoS: prepositions, Count: 1
Word: state, PoS: nouns, Count: 533
Word: welfare, PoS: nouns, Count: 35
Word: department's, PoS: nouns, Count: 12
Word: handling, PoS: nouns, Count: 9
Word: federal, PoS: adjectives, Count: 174
Word: granted, PoS: verbs, Count: 39
Word: child, PoS: nouns, Count: 138
Word: services, PoS: nouns, Count: 86
Word: foster, PoS: adjectives, Count: 2
Word: homes, PoS: nouns, Count: 47
Word: one, PoS: others, Count: 2349
Word: major, PoS: adjectives, Count: 153
Word: items, PoS: nouns, Count: 55
Word: general, PoS: adjectives, Count: 268
Word: assistance, PoS: nouns, Count: 67
Word: program, PoS: nouns, Count: 289
Word: but, PoS: conjunctions, Count: 1
Word: has, PoS: verbs, Count: 1
Word: seen, PoS: verbs, Count: 187
Word: fit, PoS: adjectives, Count: 7
Word: distribute, PoS: verbs, Count: 4
Word: through, PoS: prepositions, Count: 1
Word: all, PoS: determiners, Count: 1
Word: counties, PoS: nouns, Count: 29
Word: with, PoS: prepositions, Count: 1
Word: exception, PoS: nouns, Count: 28
Word: receives, PoS: verbs, Count: 14
Word: none, PoS: others, Count: 78
Word: money, PoS: nouns, Count: 183
Word: jurors, PoS: nouns, Count: 2
Word: they, PoS: pronouns, Count: 1
Word: realize, PoS: verbs, Count: 48
Word: proportionate, PoS: adjectives, Count: 8
Word: distribution, PoS: nouns, Count: 60
Word: might, PoS: verbs, Count: 443
Word: disable, PoS: verbs, Count: 1
Word: our, PoS: pronouns, Count: 1
Word: less, PoS: adverbs, Count: 149
Word: populous, PoS: adjectives, Count: 3
Word: nevertheless, PoS: adverbs, Count: 54
Word: we, PoS: pronouns, Count: 1
Word: feel, PoS: verbs, Count: 144
Word: future, PoS: nouns, Count: 104
Word: receive, PoS: verbs, Count: 52
Word: some, PoS: determiners, Count: 1
Word: portion, PoS: nouns, Count: 49
Word: available, PoS: adjectives, Count: 187
Word: failure, PoS: nouns, Count: 52
Word: do, PoS: verbs, Count: 1
Word: will, PoS: verbs, Count: 1
Word: continue, PoS: verbs, Count: 80
Word: place, PoS: verbs, Count: 41
Word: disproportionate, PoS: adjectives, Count: 2
Word: burden, PoS: nouns, Count: 29
Word: taxpayers, PoS: nouns, Count: 11
Word: ordinary's, PoS: nouns, Count: 1
Word: under, PoS: prepositions, Count: 1
Word: fire, PoS: nouns, Count: 133
Word: its, PoS: pronouns, Count: 1
Word: appointment, PoS: nouns, Count: 18
Word: appraisers, PoS: nouns, Count: 1
Word: guardians, PoS: nouns, Count: 3
Word: administrators, PoS: nouns, Count: 5
Word: awarding, PoS: nouns, Count: 1
Word: fees, PoS: nouns, Count: 26
Word: compensation, PoS: nouns, Count: 15
Word: wards, PoS: nouns, Count: 3
Word: protected, PoS: verbs, Count: 22
Word: found, PoS: verbs, Count: 364
Word: incorporated, PoS: verbs, Count: 6
Word: into, PoS: prepositions, Count: 1
Word: operating, PoS: verbs, Count: 65
Word: procedures, PoS: nouns, Count: 49
Word: recommendations, PoS: nouns, Count: 15
Word: previous, PoS: adjectives, Count: 55
Word: juries, PoS: nouns, Count: 1
Word: bar, PoS: nouns, Count: 65
Word: association, PoS: nouns, Count: 117
Word: interim, PoS: nouns, Count: 4
Word: citizens, PoS: nouns, Count: 67
Word: actions, PoS: nouns, Count: 51
Word: serve, PoS: verbs, Count: 64
Word: protect, PoS: verbs, Count: 25
Word: fact, PoS: nouns, Count: 308
Word: effect, PoS: nouns, Count: 146
Word: court's, PoS: nouns, Count: 5
Word: from, PoS: prepositions, Count: 1
Word: undue, PoS: adjectives, Count: 8
Word: costs, PoS: nouns, Count: 63
Word: appointed, PoS: verbs, Count: 32
Word: elected, PoS: verbs, Count: 25
Word: servants, PoS: nouns, Count: 18
Word: unmeritorious, PoS: adjectives, Count: 1
Word: criticisms, PoS: nouns, Count: 9
Word: regarding, PoS: prepositions, Count: 35
Word: new, PoS: adjectives, Count: 1160
Word: multi-million-dollar, PoS: adjectives, Count: 2
Word: airport, PoS: nouns, Count: 14
Word: when, PoS: adverbs, Count: 1
Word: management, PoS: nouns, Count: 74
Word: takes, PoS: verbs, Count: 59
Word: jan., PoS: nouns, Count: 13
Word: that, PoS: others, Count: 1
Word: eliminate, PoS: verbs, Count: 23
Word: political, PoS: adjectives, Count: 189
Word: influences, PoS: nouns, Count: 7
Word: not, PoS: others, Count: 1
Word: elaborate, PoS: verbs, Count: 5
Word: added, PoS: verbs, Count: 120
Word: there, PoS: others, Count: 1
Word: periodic, PoS: adjectives, Count: 7
Word: surveillance, PoS: nouns, Count: 3
Word: pricing, PoS: verbs, Count: 4
Word: concessionaires, PoS: nouns, Count: 7
Word: purpose, PoS: nouns, Count: 106
Word: keeping, PoS: verbs, Count: 35
Word: prices, PoS: nouns, Count: 43
Word: reasonable, PoS: adjectives, Count: 48
Word: ask, PoS: verbs, Count: 77
Word: jail, PoS: nouns, Count: 17
Word: deputies, PoS: nouns, Count: 12
Word: matters, PoS: nouns, Count: 32
Word: four, PoS: others, Count: 247
Word: additional, PoS: adjectives, Count: 92
Word: employed, PoS: verbs, Count: 32
Word: doctor, PoS: nouns, Count: 62
Word: medical, PoS: adjectives, Count: 113
Word: intern, PoS: nouns, Count: 2
Word: extern, PoS: nouns, Count: 1
Word: night, PoS: nouns, Count: 286
Word: weekend, PoS: nouns, Count: 16
Word: duty, PoS: nouns, Count: 39
Word: work, PoS: verbs, Count: 118
Word: officials, PoS: nouns, Count: 47
Word: pass, PoS: verbs, Count: 51
Word: legislation, PoS: nouns, Count: 26
Word: permit, PoS: verbs, Count: 46
Word: establishment, PoS: nouns, Count: 37
Word: fair, PoS: adjectives, Count: 44
Word: equitable, PoS: adjectives, Count: 9
Word: pension, PoS: nouns, Count: 8
Word: plan, PoS: nouns, Count: 131
Word: employes, PoS: nouns, Count: 11
Word: praised, PoS: verbs, Count: 9
Word: operation, PoS: nouns, Count: 84
Word: police, PoS: nouns, Count: 115
Word: tax, PoS: nouns, Count: 125
Word: commissioner's, PoS: nouns, Count: 1
Word: office, PoS: nouns, Count: 192
Word: bellwood, PoS: nouns, Count: 1
Word: alpharetta, PoS: nouns, Count: 1
Word: prison, PoS: nouns, Count: 37
Word: farms, PoS: nouns, Count: 12
Word: grady, PoS: nouns, Count: 4
Word: hospital, PoS: nouns, Count: 63
Word: health, PoS: nouns, Count: 72
Word: mayor, PoS: nouns, Count: 37
Word: william, PoS: nouns, Count: 118
Word: b., PoS: nouns, Count: 48
Word: hartsfield, PoS: nouns, Count: 5
Word: filed, PoS: verbs, Count: 20
Word: suit, PoS: nouns, Count: 30
Word: divorce, PoS: nouns, Count: 21
Word: his, PoS: pronouns, Count: 1
Word: wife, PoS: nouns, Count: 148
Word: pearl, PoS: nouns, Count: 6
Word: williams, PoS: nouns, Count: 24
Word: petition, PoS: nouns, Count: 9
Word: mental, PoS: adjectives, Count: 33
Word: cruelty, PoS: nouns, Count: 7
Word: couple, PoS: nouns, Count: 79
Word: married, PoS: verbs, Count: 67
Word: aug., PoS: nouns, Count: 22
Word: son, PoS: nouns, Count: 119
Word: berry, PoS: nouns, Count: 6
Word: daughter, PoS: nouns, Count: 52
Word: mrs., PoS: nouns, Count: 358
Word: j., PoS: nouns, Count: 88
Word: m., PoS: nouns, Count: 51
Word: cheshire, PoS: nouns, Count: 1
Word: griffin, PoS: nouns, Count: 3
Word: attorneys, PoS: nouns, Count: 9
Word: amicable, PoS: adjectives, Count: 1
Word: property, PoS: nouns, Count: 126
Word: settlement, PoS: nouns, Count: 24
Word: agreed, PoS: verbs, Count: 61
Word: upon, PoS: adverbs, Count: 34
Word: listed, PoS: verbs, Count: 31
Word: mayor's, PoS: nouns, Count: 9
Word: occupation, PoS: nouns, Count: 19
Word: attorney, PoS: nouns, Count: 55
Word: age, PoS: nouns, Count: 143
Word: wife's, PoS: nouns, Count: 11
Word: birth, PoS: nouns, Count: 41
Word: opelika, PoS: nouns, Count: 2
Word: ala., PoS: nouns, Count: 4
Word: lived, PoS: verbs, Count: 89
Word: together, PoS: adverbs, Count: 172
Word: man, PoS: nouns, Count: 855
Word: more, PoS: determiners, Count: 1
Word: than, PoS: prepositions, Count: 1
Word: year, PoS: nouns, Count: 435
Word: home, PoS: nouns, Count: 349
Word: e., PoS: nouns, Count: 67
Word: pelham, PoS: nouns, Count: 5
Word: rd., PoS: nouns, Count: 3
Word: aj, PoS: nouns, Count: 95
Word: henry, PoS: nouns, Count: 62
Word: l., PoS: nouns, Count: 42
Word: bowden, PoS: nouns, Count: 2
Word: brief, PoS: adjectives, Count: 43
Word: interlude, PoS: nouns, Count: 2
Word: since, PoS: prepositions, Count: 110
Word: career, PoS: nouns, Count: 52
Word: goes, PoS: verbs, Count: 58
Word: back, PoS: adverbs, Count: 512
Word: council, PoS: nouns, Count: 91
Word: present, PoS: adjectives, Count: 160
Word: expires, PoS: verbs, Count: 1
Word: he, PoS: pronouns, Count: 1
Word: succeeded, PoS: verbs, Count: 27
Word: who, PoS: others, Count: 1
Word: became, PoS: verbs, Count: 170
Word: candidate, PoS: nouns, Count: 28
Word: sept., PoS: nouns, Count: 9
Word: after, PoS: conjunctions, Count: 1
Word: announced, PoS: verbs, Count: 57
Word: would, PoS: verbs, Count: 1998
Word: run, PoS: verbs, Count: 113
Word: reelection, PoS: nouns, Count: 2
Word: georgia, PoS: nouns, Count: 38
Word: republicans, PoS: nouns, Count: 27
Word: getting, PoS: verbs, Count: 107
Word: strong, PoS: adjectives, Count: 146
Word: encouragement, PoS: nouns, Count: 11
Word: enter, PoS: verbs, Count: 57
Word: governor's, PoS: nouns, Count: 14
Word: race, PoS: nouns, Count: 75
Word: top, PoS: adjectives, Count: 49
Word: official, PoS: nouns, Count: 13
Word: wednesday, PoS: nouns, Count: 23
Word: robert, PoS: nouns, Count: 57
Word: snodgrass, PoS: nouns, Count: 1
Word: gop, PoS: nouns, Count: 13
Word: chairman, PoS: nouns, Count: 53
Word: meeting, PoS: nouns, Count: 103
Word: held, PoS: verbs, Count: 191
Word: tuesday, PoS: nouns, Count: 49
Word: blue, PoS: adjectives, Count: 97
Word: ridge, PoS: nouns, Count: 11
Word: brought, PoS: verbs, Count: 187
Word: enthusiastic, PoS: adjectives, Count: 16
Word: responses, PoS: nouns, Count: 25
Word: audience, PoS: nouns, Count: 84
Word: party, PoS: nouns, Count: 173
Word: james, PoS: nouns, Count: 79
Word: w., PoS: nouns, Count: 64
Word: dorsey, PoS: nouns, Count: 1
Word: enthusiasm, PoS: nouns, Count: 22
Word: picking, PoS: verbs, Count: 9
Word: up, PoS: others, Count: 1
Word: rally, PoS: nouns, Count: 3
Word: savannah, PoS: nouns, Count: 9
Word: newly, PoS: adverbs, Count: 14
Word: texas, PoS: nouns, Count: 45
Word: sen., PoS: nouns, Count: 28
Word: john, PoS: nouns, Count: 292
Word: tower, PoS: nouns, Count: 9
Word: featured, PoS: verbs, Count: 4
Word: speaker, PoS: nouns, Count: 23
Word: warned, PoS: verbs, Count: 17
Word: entering, PoS: verbs, Count: 17
Word: governor, PoS: nouns, Count: 74
Word: force, PoS: verbs, Count: 14
Word: petitions, PoS: nouns, Count: 7
Word: out, PoS: others, Count: 1
Word: voting, PoS: verbs, Count: 16
Word: precincts, PoS: nouns, Count: 5
Word: obtain, PoS: verbs, Count: 31
Word: signatures, PoS: nouns, Count: 5
Word: registered, PoS: verbs, Count: 15
Word: despite, PoS: prepositions, Count: 79
Word: warning, PoS: verbs, Count: 22
Word: unanimous, PoS: adjectives, Count: 3
Word: vote, PoS: nouns, Count: 41
Word: according, PoS: prepositions, Count: 101
Word: attended, PoS: verbs, Count: 23
Word: crowd, PoS: nouns, Count: 40
Word: asked, PoS: verbs, Count: 282
Word: whether, PoS: conjunctions, Count: 204
Word: wanted, PoS: verbs, Count: 146
Word: wait, PoS: verbs, Count: 57
Word: make, PoS: verbs, Count: 532
Word: voted, PoS: verbs, Count: 21
Word: no, PoS: adverbs, Count: 1
Word: were, PoS: verbs, Count: 1
Word: dissents, PoS: nouns, Count: 1
Word: largest, PoS: adjectives, Count: 39
Word: hurdle, PoS: nouns, Count: 2
Word: face, PoS: verbs, Count: 35
Word: says, PoS: verbs, Count: 132
Word: before, PoS: conjunctions, Count: 1
Word: making, PoS: verbs, Count: 169
Word: first, PoS: others, Count: 733
Word: alternative, PoS: adjectives, Count: 6
Word: courses, PoS: nouns, Count: 46
Word: must, PoS: verbs, Count: 737
Word: taken, PoS: verbs, Count: 196
Word: five, PoS: others, Count: 182
Word: per, PoS: prepositions, Count: 211
Word: cent, PoS: nouns, Count: 115
Word: each, PoS: determiners, Count: 1
Word: sign, PoS: verbs, Count: 10
Word: requesting, PoS: verbs, Count: 6
Word: allowed, PoS: verbs, Count: 54
Word: names, PoS: nouns, Count: 66
Word: candidates, PoS: nouns, Count: 35
Word: ballot, PoS: nouns, Count: 10
Word: hold, PoS: verbs, Count: 91
Word: unit, PoS: nouns, Count: 67
Word: system, PoS: nouns, Count: 309
Word: opposes, PoS: verbs, Count: 1
Word: platform, PoS: nouns, Count: 70
Word: sam, PoS: nouns, Count: 34
Word: caldwell, PoS: nouns, Count: 3
Word: highway, PoS: nouns, Count: 33
Word: public, PoS: adjectives, Count: 198
Word: relations, PoS: nouns, Count: 68
Word: director, PoS: nouns, Count: 69
Word: resigned, PoS: verbs, Count: 7
Word: lt., PoS: nouns, Count: 8
Word: gov., PoS: nouns, Count: 17
Word: garland, PoS: nouns, Count: 9
Word: byrd's, PoS: nouns, Count: 3
Word: campaign, PoS: nouns, Count: 66
Word: caldwell's, PoS: nouns, Count: 2
Word: resignation, PoS: nouns, Count: 7
Word: expected, PoS: verbs, Count: 134
Word: time, PoS: nouns, Count: 1122
Word: rob, PoS: nouns, Count: 9
Word: ledford, PoS: nouns, Count: 1
Word: gainesville, PoS: nouns, Count: 1
Word: assistant, PoS: nouns, Count: 13
Word: three, PoS: others, Count: 399
Word: years, PoS: nouns, Count: 682
Word: gubernatorial, PoS: adjectives, Count: 7
Word: starts, PoS: verbs, Count: 13
Word: become, PoS: verbs, Count: 262
Word: coordinator, PoS: nouns, Count: 1
Word: byrd, PoS: nouns, Count: 4
Word: wind, PoS: verbs, Count: 7
Word: session, PoS: nouns, Count: 59
Word: monday, PoS: nouns, Count: 40
Word: head, PoS: verbs, Count: 10
Word: where, PoS: adverbs, Count: 1
Word: bond, PoS: nouns, Count: 41
Word: approved, PoS: verbs, Count: 27
Word: shortly, PoS: adverbs, Count: 22
Word: before, PoS: prepositions, Count: 1
Word: adjournment, PoS: nouns, Count: 4
Word: afternoon, PoS: nouns, Count: 68
Word: senate, PoS: nouns, Count: 36
Word: approve, PoS: verbs, Count: 11
Word: study, PoS: nouns, Count: 144
Word: allotted, PoS: verbs, Count: 4
Word: rural, PoS: adjectives, Count: 35
Word: urban, PoS: adjectives, Count: 38
Word: areas, PoS: nouns, Count: 177
Word: determine, PoS: verbs, Count: 65
Word: what, PoS: others, Count: 1
Word: adjustments, PoS: nouns, Count: 15
Word: made, PoS: verbs, Count: 815
Word: vandiver, PoS: nouns, Count: 6
Word: traditional, PoS: adjectives, Count: 62
Word: visit, PoS: nouns, Count: 47
Word: chambers, PoS: nouns, Count: 9
Word: toward, PoS: prepositions, Count: 288
Word: likely, PoS: adverbs, Count: 17
Word: mention, PoS: verbs, Count: 25
Word: million, PoS: others, Count: 145
Word: issue, PoS: nouns, Count: 103
Word: earlier, PoS: adverbs, Count: 46
Word: priority, PoS: nouns, Count: 14
Word: item, PoS: nouns, Count: 25
Word: construction, PoS: nouns, Count: 71
Word: bonds, PoS: nouns, Count: 44
Word: meanwhile, PoS: adverbs, Count: 28
Word: learned, PoS: verbs, Count: 73
Word: very, PoS: adverbs, Count: 1
Word: near, PoS: adverbs, Count: 13
Word: being, PoS: verbs, Count: 1
Word: ready, PoS: adjectives, Count: 99
Word: issue, PoS: verbs, Count: 10
Word: worth, PoS: nouns, Count: 19
Word: reconstruction, PoS: nouns, Count: 10
Word: go, PoS: verbs, Count: 412
Word: courts, PoS: nouns, Count: 42
Word: friendly, PoS: adjectives, Count: 47
Word: test, PoS: nouns, Count: 79
Word: test, PoS: verbs, Count: 11
Word: validity, PoS: nouns, Count: 11
Word: act, PoS: nouns, Count: 132
Word: then, PoS: adverbs, Count: 1
Word: sales, PoS: nouns, Count: 84
Word: begin, PoS: verbs, Count: 59
Word: contracts, PoS: nouns, Count: 15
Word: let, PoS: verbs, Count: 261
Word: repair, PoS: nouns, Count: 13
Word: work, PoS: nouns, Count: 413
Word: most, PoS: adverbs, Count: 1
Word: heavily, PoS: adverbs, Count: 41
Word: traveled, PoS: verbs, Count: 14
Word: highways, PoS: nouns, Count: 16
Word: source, PoS: nouns, Count: 62
Word: there, PoS: adverbs, Count: 1
Word: roads, PoS: nouns, Count: 48
Word: authority, PoS: nouns, Count: 77
Word: road, PoS: nouns, Count: 132
Word: revolving, PoS: verbs, Count: 5
Word: fund, PoS: nouns, Count: 50
Word: apparently, PoS: adverbs, Count: 85
Word: intends, PoS: verbs, Count: 5
Word: issued, PoS: verbs, Count: 44
Word: every, PoS: determiners, Count: 339
Word: old, PoS: adjectives, Count: 486
Word: ones, PoS: nouns, Count: 79
Word: paid, PoS: verbs, Count: 100
Word: off, PoS: others, Count: 1
Word: authorities, PoS: nouns, Count: 28
Word: opened, PoS: verbs, Count: 95
Word: battle, PoS: nouns, Count: 62
Word: against, PoS: prepositions, Count: 1
Word: issuance, PoS: nouns, Count: 6
Word: marvin, PoS: nouns, Count: 8
Word: told, PoS: verbs, Count: 292
Word: constitution, PoS: nouns, Count: 46
Word: consulted, PoS: verbs, Count: 10
Word: yet, PoS: adverbs, Count: 214
Word: about, PoS: prepositions, Count: 1
Word: plans, PoS: nouns, Count: 77
Word: schley, PoS: nouns, Count: 1
Word: rep., PoS: nouns, Count: 13
Word: d., PoS: nouns, Count: 46
Word: offer, PoS: verbs, Count: 47
Word: resolution, PoS: nouns, Count: 54
Word: house, PoS: nouns, Count: 364
Word: rescind, PoS: verbs, Count: 2
Word: body's, PoS: nouns, Count: 3
Word: action, PoS: nouns, Count: 198
Word: itself, PoS: pronouns, Count: 1
Word: day, PoS: nouns, Count: 481
Word: increase, PoS: nouns, Count: 93
Word: expense, PoS: nouns, Count: 37
Word: allowances, PoS: nouns, Count: 3
Word: sunday, PoS: nouns, Count: 78
Word: research, PoS: nouns, Count: 135
Word: done, PoS: verbs, Count: 235
Word: quickie, PoS: nouns, Count: 2
Word: can, PoS: verbs, Count: 1
Word: repealed, PoS: verbs, Count: 3
Word: outright, PoS: adverbs, Count: 3
Word: notice, PoS: nouns, Count: 24
Word: first, PoS: adverbs, Count: 234
Word: given, PoS: verbs, Count: 273
Word: reconsideration, PoS: nouns, Count: 4
Word: sought, PoS: verbs, Count: 39
Word: while, PoS: conjunctions, Count: 1
Word: emphasizing, PoS: verbs, Count: 3
Word: technical, PoS: adjectives, Count: 95
Word: details, PoS: nouns, Count: 38
Word: fully, PoS: adverbs, Count: 55
Word: worked, PoS: verbs, Count: 79
Word: seek, PoS: verbs, Count: 55
Word: set, PoS: verbs, Count: 225
Word: aside, PoS: adverbs, Count: 51
Word: privilege, PoS: nouns, Count: 15
Word: similar, PoS: adjectives, Count: 123
Word: passed, PoS: verbs, Count: 120
Word: as, PoS: prepositions, Count: 1
Word: word, PoS: nouns, Count: 207
Word: offered, PoS: verbs, Count: 56
Word: pointed, PoS: verbs, Count: 50
Word: last, PoS: determiners, Count: 401
Word: november, PoS: nouns, Count: 59
Word: rejected, PoS: verbs, Count: 23
Word: constitutional, PoS: adjectives, Count: 20
Word: amendment, PoS: nouns, Count: 18
Word: allow, PoS: verbs, Count: 55
Word: vote, PoS: verbs, Count: 13
Word: pay, PoS: nouns, Count: 28
Word: raises, PoS: nouns, Count: 3
Word: future, PoS: adjectives, Count: 63
Word: sessions, PoS: nouns, Count: 17
Word: veteran, PoS: adjectives, Count: 6
Word: jackson, PoS: nouns, Count: 26
Word: legislator, PoS: nouns, Count: 3
Word: back, PoS: verbs, Count: 19
Word: aid, PoS: nouns, Count: 79
Word: education, PoS: nouns, Count: 116
Word: something, PoS: others, Count: 304
Word: consistently, PoS: adverbs, Count: 14
Word: opposed, PoS: verbs, Count: 31
Word: past, PoS: nouns, Count: 74
Word: mac, PoS: nouns, Count: 1
Word: barber, PoS: nouns, Count: 3
Word: commerce, PoS: nouns, Count: 35
Word: asking, PoS: verbs, Count: 44
